"taxon","taxon1","taxon2","genus","tribe","subfamily","family","order","class","agg.ssp","rand.type","poly.ins"
"Carterocephalus_palaemon",,,"Carterocephalus",,"Heteropterinae","Hesperiidae","Lepidoptera","Insecta",,,
"Celaenorrhinus_fritzgaertneri",,,"Celaenorrhinus",,"Pyrginae","Hesperiidae","Lepidoptera","Insecta",,,
"Celaenorrhinus_stallingsi",,,"Celaenorrhinus",,"Pyrginae","Hesperiidae","Lepidoptera","Insecta",,,
"Celastrina_ladon_argentata",,,"Celastrina",,"Polyommatinae","Lycaenidae","Lepidoptera","Insecta",,,
"Celastrina_ladon_humulus",,,"Celastrina",,"Polyommatinae","Lycaenidae","Lepidoptera","Insecta",,,
"Celastrina_ladon_idella",,,"Celastrina",,"Polyommatinae","Lycaenidae","Lepidoptera","Insecta",,,
"Celastrina_ladon_ladon",,,"Celastrina",,"Polyommatinae","Lycaenidae","Lepidoptera","Insecta",,,
"Celastrina_ladon_neglecta",,,"Celastrina",,"Polyommatinae","Lycaenidae","Lepidoptera","Insecta",,,
"Celastrina_ladon_violacea",,,"Celastrina",,"Polyommatinae","Lycaenidae","Lepidoptera","Insecta",,,
"Celastrina_neglectamajor",,,"Celastrina",,"Polyommatinae","Lycaenidae","Lepidoptera","Insecta",,,
"Celastrina_nigra",,,"Celastrina",,"Polyommatinae","Lycaenidae","Lepidoptera","Insecta",,,
"Celotes_limpia",,,"Celotes",,"Pyrginae","Hesperiidae","Lepidoptera","Insecta",,,
"Celotes_nessus",,,"Celotes",,"Pyrginae","Hesperiidae","Lepidoptera","Insecta",,,
"Cercyonis_meadii",,,"Cercyonis","Satyrini","Satyrinae","Nymphalidae","Lepidoptera","Insecta",,,
"Cercyonis_oetus",,,"Cercyonis","Satyrini","Satyrinae","Nymphalidae","Lepidoptera","Insecta",,,
"Cercyonis_pegala",,,"Cercyonis","Satyrini","Satyrinae","Nymphalidae","Lepidoptera","Insecta",,,
"Cercyonis_sthenele",,,"Cercyonis","Satyrini","Satyrinae","Nymphalidae","Lepidoptera","Insecta",,,
"Chioides_catillus",,,"Chioides",,,,,,,,
"Chioides_zilpa",,,"Chioides",,,,,,,,
"Chiomara_asychis",,,"Chiomara",,"Pyrginae","Hesperiidae","Lepidoptera","Insecta",,,
"Chiomara_mithrax",,,"Chiomara",,"Pyrginae","Hesperiidae","Lepidoptera","Insecta",,,
"Chlorostrymon_maesites",,,"Chlorostrymon","Eumaeini","Theclinae","Lycaenidae","Lepidoptera","Insecta",,,
"Chlorostrymon_simaethis",,,"Chlorostrymon","Eumaeini","Theclinae","Lycaenidae","Lepidoptera","Insecta",,,
"Chlorostrymon_telea",,,"Chlorostrymon","Eumaeini","Theclinae","Lycaenidae","Lepidoptera","Insecta",,,
"Chlosyne_acastus",,,"Chlosyne","Melitaeini","Nymphalinae","Nymphalidae","Lepidoptera","Insecta",,,
"Chlosyne_californica",,,"Chlosyne","Melitaeini","Nymphalinae","Nymphalidae","Lepidoptera","Insecta",,,
"Chlosyne_definita",,,"Chlosyne","Melitaeini","Nymphalinae","Nymphalidae","Lepidoptera","Insecta",,,
"Chlosyne_endeis",,,"Chlosyne","Melitaeini","Nymphalinae","Nymphalidae","Lepidoptera","Insecta",,,
"Chlosyne_gabbii",,,"Chlosyne","Melitaeini","Nymphalinae","Nymphalidae","Lepidoptera","Insecta",,,
"Chlosyne_gorgone",,,"Chlosyne","Melitaeini","Nymphalinae","Nymphalidae","Lepidoptera","Insecta",,,
"Chlosyne_harrisii",,,"Chlosyne","Melitaeini","Nymphalinae","Nymphalidae","Lepidoptera","Insecta",,,
"Chlosyne_hoffmanni",,,"Chlosyne","Melitaeini","Nymphalinae","Nymphalidae","Lepidoptera","Insecta",,,
"Chlosyne_janais",,,"Chlosyne","Melitaeini","Nymphalinae","Nymphalidae","Lepidoptera","Insecta",,,
"Chlosyne_lacinia",,,"Chlosyne","Melitaeini","Nymphalinae","Nymphalidae","Lepidoptera","Insecta",,,
"Chlosyne_marina",,,"Chlosyne","Melitaeini","Nymphalinae","Nymphalidae","Lepidoptera","Insecta",,,
"Chlosyne_nycteis",,,"Chlosyne","Melitaeini","Nymphalinae","Nymphalidae","Lepidoptera","Insecta",,,
"Chlosyne_palla",,,"Chlosyne","Melitaeini","Nymphalinae","Nymphalidae","Lepidoptera","Insecta",,,
"Chlosyne_rosita",,,"Chlosyne","Melitaeini","Nymphalinae","Nymphalidae","Lepidoptera","Insecta",,,
"Chlosyne_whitneyi",,,"Chlosyne","Melitaeini","Nymphalinae","Nymphalidae","Lepidoptera","Insecta",,,
"Codatractus_alcaeus",,,"Codatractus","Eudamini","Eudaminae","Hesperiidae","Lepidoptera","Insecta",,,
"Codatractus_arizonensis",,,"Codatractus","Eudamini","Eudaminae","Hesperiidae","Lepidoptera","Insecta",,,
"Codatractus_mysie",,,"Codatractus","Eudamini","Eudaminae","Hesperiidae","Lepidoptera","Insecta",,,
"Coenonympha_haydenii",,,"Coenonympha","Satyrini","Satyrinae","Nymphalidae","Lepidoptera","Insecta",,,
"Coenonympha_tullia",,,"Coenonympha","Satyrini","Satyrinae","Nymphalidae","Lepidoptera","Insecta",,,
"Coenonympha_tullia_ampelos",,,"Coenonympha","Satyrini","Satyrinae","Nymphalidae","Lepidoptera","Insecta",,,
"Coenonympha_tullia_california",,,"Coenonympha","Satyrini","Satyrinae","Nymphalidae","Lepidoptera","Insecta",,,
"Coenonympha_tullia_inornata",,,"Coenonympha","Satyrini","Satyrinae","Nymphalidae","Lepidoptera","Insecta",,,
"Coenonympha_tullia_nipisiquit",,,"Coenonympha","Satyrini","Satyrinae","Nymphalidae","Lepidoptera","Insecta",,,
"Coenonympha_tullia_ochracea",,,"Coenonympha","Satyrini","Satyrinae","Nymphalidae","Lepidoptera","Insecta",,,
"Cogia_caicus",,,"Cogia","Oileidini","Eudaminae","Hesperiidae","Lepidoptera","Insecta",,,
"Cogia_calchas",,,"Cogia","Oileidini","Eudaminae","Hesperiidae","Lepidoptera","Insecta",,,
"Cogia_hippalus",,,"Cogia","Oileidini","Eudaminae","Hesperiidae","Lepidoptera","Insecta",,,
"Cogia_outis",,,"Cogia","Oileidini","Eudaminae","Hesperiidae","Lepidoptera","Insecta",,,
"Conga_chydaea",,,"Conga",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Copaeodes_aurantiacus",,,"Copaeodes",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Copaeodes_minimus",,,"Copaeodes",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Corticea_corticea",,,"Corticea",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Cyanophrys_goodsoni",,,"Cyanophrys","Eumaeini","Theclinae","Lycaenidae","Lepidoptera","Insecta",,,
"Cyanophrys_herodotus",,,"Cyanophrys","Eumaeini","Theclinae","Lycaenidae","Lepidoptera","Insecta",,,
"Cyanophrys_miserabilis",,,"Cyanophrys","Eumaeini","Theclinae","Lycaenidae","Lepidoptera","Insecta",,,
"Cyllopsis_gemma",,,"Cyllopsis","Satyrini","Satyrinae","Nymphalidae","Lepidoptera","Insecta",,,
"Cyllopsis_pertepida",,,"Cyllopsis","Satyrini","Satyrinae","Nymphalidae","Lepidoptera","Insecta",,,
"Cyllopsis_pyracmon_henshawi",,,"Cyllopsis","Satyrini","Satyrinae","Nymphalidae","Lepidoptera","Insecta",,,
"Cyllopsis_pyracmon_pyracmon",,,"Cyllopsis","Satyrini","Satyrinae","Nymphalidae","Lepidoptera","Insecta",,,
"Cymaenes_odilia",,,"Cymaenes",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Cymaenes_tripunctus",,,"Cymaenes",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Danaus_eresimus",,,"Danaus","Danaini","Danainae","Nymphalidae","Lepidoptera","Insecta",,,
"Danaus_gilippus",,,"Danaus","Danaini","Danainae","Nymphalidae","Lepidoptera","Insecta",,,
"Danaus_plexippus",,,"Danaus","Danaini","Danainae","Nymphalidae","Lepidoptera","Insecta",,,
"Decinea_percosius",,,"Decinea",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Diaethria_asteria",,,"Diaethria","Callicorini","Biblidinae","Nymphalidae","Lepidoptera","Insecta",,,
"Diaethria_clymena",,,"Diaethria","Callicorini","Biblidinae","Nymphalidae","Lepidoptera","Insecta",,,
"Dione_moneta",,,"Dione","Heliconiini","Heliconiinae","Nymphalidae","Lepidoptera","Insecta",,,
"Dircenna_klugii",,,"Dircenna","Ithomiini","Danainae","Nymphalidae","Lepidoptera","Insecta",,,
"Doxocopa_laure",,,"Doxocopa",,"Apaturinae","Nymphalidae","Lepidoptera","Insecta",,,
"Doxocopa_pavon",,,"Doxocopa",,"Apaturinae","Nymphalidae","Lepidoptera","Insecta",,,
"Dryadula_phaetusa",,,"Dryadula","Heliconiini","Heliconiinae","Nymphalidae","Lepidoptera","Insecta",,,
"Dryas_iulia",,,"Dryas","Heliconiini","Heliconiinae","Nymphalidae","Lepidoptera","Insecta",,,
"Dymasia_dymas",,,"Dymasia","Melitaeini","Nymphalinae","Nymphalidae","Lepidoptera","Insecta",,,
"Dymasia_dymas_chara",,,"Dymasia","Melitaeini","Nymphalinae","Nymphalidae","Lepidoptera","Insecta",,,
"Dynamine_dyonis",,,"Dynamine","Dynaminini","Biblidinae","Nymphalidae","Lepidoptera","Insecta",,,
"Electrostrymon_angelia",,,"Electrostrymon","Eumaeini","Theclinae","Lycaenidae","Lepidoptera","Insecta",,,
"Electrostrymon_canus",,,"Electrostrymon","Eumaeini","Theclinae","Lycaenidae","Lepidoptera","Insecta",,,
"Electrostrymon_sangala",,,"Electrostrymon","Eumaeini","Theclinae","Lycaenidae","Lepidoptera","Insecta",,,
"Enodia_anthedon",,,"Enodia","Satyrini","Satyrinae","Nymphalidae","Lepidoptera","Insecta",,,
"Enodia_creola",,,"Enodia","Satyrini","Satyrinae","Nymphalidae","Lepidoptera","Insecta",,,
"Enodia_portlandia",,,"Enodia","Satyrini","Satyrinae","Nymphalidae","Lepidoptera","Insecta",,,
"Epargyreus_clarus",,,"Epargyreus","Eudamini","Eudaminae","Hesperiidae","Lepidoptera","Insecta",,,
"Epargyreus_exadeus",,,"Epargyreus","Eudamini","Eudaminae","Hesperiidae","Lepidoptera","Insecta",,,
"Epargyreus_zestos",,,"Epargyreus","Eudamini","Eudaminae","Hesperiidae","Lepidoptera","Insecta",,,
"Ephyriades_brunneus",,,"Ephyriades",,"Pyrginae","Hesperiidae","Lepidoptera","Insecta",,,
"Epiphile_adrasta",,,"Epiphile","Epiphilini","Biblidinae","Nymphalidae","Lepidoptera","Insecta",,,
"Erebia_callias",,,"Erebia","Erebiini","Satyrinae","Nymphalidae","Lepidoptera","Insecta",,,
"Erebia_dabanensis",,,"Erebia","Erebiini","Satyrinae","Nymphalidae","Lepidoptera","Insecta",,,
"Erebia_disa",,,"Erebia","Erebiini","Satyrinae","Nymphalidae","Lepidoptera","Insecta",,,
"Erebia_discoidalis",,,"Erebia","Erebiini","Satyrinae","Nymphalidae","Lepidoptera","Insecta",,,
"Erebia_epipsodea",,,"Erebia","Erebiini","Satyrinae","Nymphalidae","Lepidoptera","Insecta",,,
"Erebia_fasciata",,,"Erebia","Erebiini","Satyrinae","Nymphalidae","Lepidoptera","Insecta",,,
"Erebia_kozhantshikovi",,,"Erebia","Erebiini","Satyrinae","Nymphalidae","Lepidoptera","Insecta",,,
"Erebia_magdalena",,,"Erebia","Erebiini","Satyrinae","Nymphalidae","Lepidoptera","Insecta",,,
"Erebia_mancinus",,,"Erebia","Erebiini","Satyrinae","Nymphalidae","Lepidoptera","Insecta",,,
"Erebia_occulta",,,"Erebia","Erebiini","Satyrinae","Nymphalidae","Lepidoptera","Insecta",,,
"Erebia_rossii",,,"Erebia","Erebiini","Satyrinae","Nymphalidae","Lepidoptera","Insecta",,,
"Erebia_theano",,,"Erebia","Erebiini","Satyrinae","Nymphalidae","Lepidoptera","Insecta",,,
"Erebia_vidleri",,,"Erebia","Erebiini","Satyrinae","Nymphalidae","Lepidoptera","Insecta",,,
"Erionota_thrax",,,"Erionota",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Erora_laeta",,,"Erora","Eumaeini","Theclinae","Lycaenidae","Lepidoptera","Insecta",,,
"Erora_quaderna",,,"Erora","Eumaeini","Theclinae","Lycaenidae","Lepidoptera","Insecta",,,
"Erynnis_afranius",,,"Erynnis",,"Pyrginae","Hesperiidae","Lepidoptera","Insecta",,,
"Erynnis_baptisiae",,,"Erynnis",,"Pyrginae","Hesperiidae","Lepidoptera","Insecta",,,
"Erynnis_brizo",,,"Erynnis",,"Pyrginae","Hesperiidae","Lepidoptera","Insecta",,,
"Erynnis_funeralis",,,"Erynnis",,"Pyrginae","Hesperiidae","Lepidoptera","Insecta",,,
"Erynnis_horatius",,,"Erynnis",,"Pyrginae","Hesperiidae","Lepidoptera","Insecta",,,
"Erynnis_icelus",,,"Erynnis",,"Pyrginae","Hesperiidae","Lepidoptera","Insecta",,,
"Erynnis_juvenalis",,,"Erynnis",,"Pyrginae","Hesperiidae","Lepidoptera","Insecta",,,
"Erynnis_juvenalis_clitus",,,"Erynnis",,"Pyrginae","Hesperiidae","Lepidoptera","Insecta",,,
"Erynnis_lucilius",,,"Erynnis",,"Pyrginae","Hesperiidae","Lepidoptera","Insecta",,,
"Erynnis_martialis",,,"Erynnis",,"Pyrginae","Hesperiidae","Lepidoptera","Insecta",,,
"Erynnis_meridianus",,,"Erynnis",,"Pyrginae","Hesperiidae","Lepidoptera","Insecta",,,
"Erynnis_pacuvius",,,"Erynnis",,"Pyrginae","Hesperiidae","Lepidoptera","Insecta",,,
"Erynnis_persius",,,"Erynnis",,"Pyrginae","Hesperiidae","Lepidoptera","Insecta",,,
"Erynnis_propertius",,,"Erynnis",,"Pyrginae","Hesperiidae","Lepidoptera","Insecta",,,
"Erynnis_scudderi",,,"Erynnis",,"Pyrginae","Hesperiidae","Lepidoptera","Insecta",,,
"Erynnis_telemachus",,,"Erynnis",,"Pyrginae","Hesperiidae","Lepidoptera","Insecta",,,
"Erynnis_tristis",,,"Erynnis",,"Pyrginae","Hesperiidae","Lepidoptera","Insecta",,,
"Erynnis_zarucco",,,"Erynnis",,"Pyrginae","Hesperiidae","Lepidoptera","Insecta",,,
"Eueides_isabella",,,"Eueides","Heliconiini","Heliconiinae","Nymphalidae","Lepidoptera","Insecta",,,
"Eumaeus_atala",,,"Eumaeus","Eumaeini","Theclinae","Lycaenidae","Lepidoptera","Insecta",,,
"Eunica_monima",,,"Eunica","Epicaliini","Biblidinae","Nymphalidae","Lepidoptera","Insecta",,,
"Eunica_tatila",,,"Eunica","Epicaliini","Biblidinae","Nymphalidae","Lepidoptera","Insecta",,,
"Euphilotes_battoides",,,"Euphilotes",,"Polyommatinae","Lycaenidae","Lepidoptera","Insecta",,,
"Euphilotes_battoides_allyni",,,"Euphilotes",,"Polyommatinae","Lycaenidae","Lepidoptera","Insecta",,,
"Euphilotes_battoides_baueri",,,"Euphilotes",,"Polyommatinae","Lycaenidae","Lepidoptera","Insecta",,,
"Euphilotes_battoides_bernardino",,,"Euphilotes",,"Polyommatinae","Lycaenidae","Lepidoptera","Insecta",,,
"Euphilotes_battoides_centralis",,,"Euphilotes",,"Polyommatinae","Lycaenidae","Lepidoptera","Insecta",,,
"Euphilotes_battoides_ellisio",,,"Euphilotes",,"Polyommatinae","Lycaenidae","Lepidoptera","Insecta",,,
"Euphilotes_battoides_intermedia",,,"Euphilotes",,"Polyommatinae","Lycaenidae","Lepidoptera","Insecta",,,
"Euphilotes_enoptes",,,"Euphilotes",,"Polyommatinae","Lycaenidae","Lepidoptera","Insecta",,,
"Euphilotes_enoptes_ancilla",,,"Euphilotes",,"Polyommatinae","Lycaenidae","Lepidoptera","Insecta",,,
"Euphilotes_enoptes_dammersi",,,"Euphilotes",,"Polyommatinae","Lycaenidae","Lepidoptera","Insecta",,,
"Euphilotes_enoptes_mojave",,,"Euphilotes",,"Polyommatinae","Lycaenidae","Lepidoptera","Insecta",,,
"Euphilotes_rita",,,"Euphilotes",,"Polyommatinae","Lycaenidae","Lepidoptera","Insecta",,,
"Euphilotes_rita_pallescens",,,"Euphilotes",,"Polyommatinae","Lycaenidae","Lepidoptera","Insecta",,,
"Euphilotes_spaldingi",,,"Euphilotes",,"Polyommatinae","Lycaenidae","Lepidoptera","Insecta",,,
"Euphydryas_chalcedona_anicia",,,"Euphydryas","Melitaeini","Nymphalinae","Nymphalidae","Lepidoptera","Insecta",,,
"Euphydryas_chalcedona_chalcedona",,,"Euphydryas","Melitaeini","Nymphalinae","Nymphalidae","Lepidoptera","Insecta",,,
"Euphydryas_chalcedona_colon",,,"Euphydryas","Melitaeini","Nymphalinae","Nymphalidae","Lepidoptera","Insecta",,,
"Euphydryas_editha",,,"Euphydryas","Melitaeini","Nymphalinae","Nymphalidae","Lepidoptera","Insecta",,,
"Euphydryas_gillettii",,,"Euphydryas","Melitaeini","Nymphalinae","Nymphalidae","Lepidoptera","Insecta",,,
"Euphydryas_phaeton",,,"Euphydryas","Melitaeini","Nymphalinae","Nymphalidae","Lepidoptera","Insecta",,,
"Euphyes_arpa",,,"Euphyes",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Euphyes_bayensis",,,"Euphyes",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Euphyes_berryi",,,"Euphyes",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Euphyes_bimacula",,,"Euphyes",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Euphyes_conspicua",,,"Euphyes",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Euphyes_dion",,,"Euphyes",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Euphyes_dukesi",,,"Euphyes",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Euphyes_pilatka",,,"Euphyes",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Euphyes_vestris",,,"Euphyes",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Euptoieta_claudia",,,"Euptoieta","Argynnini","Heliconiinae","Nymphalidae","Lepidoptera","Insecta",,,
"Euptoieta_hegesia",,,"Euptoieta","Argynnini","Heliconiinae","Nymphalidae","Lepidoptera","Insecta",,,
"Eurytides_marcellus",,,"Eurytides","Leptocircini","Papilioninae","Papilionidae","Lepidoptera","Insecta",,,
"Eurytides_philolaus",,,"Eurytides","Leptocircini","Papilioninae","Papilionidae","Lepidoptera","Insecta",,,
"Everes_amyntula",,,"Everes",,"Polyommatinae","Lycaenidae","Lepidoptera","Insecta",,,
"Everes_comyntas",,,"Everes",,"Polyommatinae","Lycaenidae","Lepidoptera","Insecta",,,
"Feniseca_tarquinius",,,"Feniseca","Miletini","Miletinae","Lycaenidae","Lepidoptera","Insecta",,,
"Gesta_gesta",,,"Gesta",,"Pyrginae","Hesperiidae","Lepidoptera","Insecta",,,
"Glaucopsyche_lygdamus",,,"Glaucopsyche",,"Polyommatinae","Lycaenidae","Lepidoptera","Insecta",,,
"Glaucopsyche_piasus",,,"Glaucopsyche",,"Polyommatinae","Lycaenidae","Lepidoptera","Insecta",,,
"Gorgythion_begga",,,"Gorgythion",,"Pyrginae","Hesperiidae","Lepidoptera","Insecta",,,
"Grais_stigmatica",,,"Grais",,"Pyrginae","Hesperiidae","Lepidoptera","Insecta",,,
"Gyrocheilus_patrobas",,,"Gyrocheilus","Satyrini","Satyrinae","Nymphalidae","Lepidoptera","Insecta",,,
"Habrodais_grunus",,,"Habrodais","Theclini","Theclinae","Lycaenidae","Lepidoptera","Insecta",,,
"Hamadryas_amphichloe",,,"Hamadryas","Ageroniini","Biblidinae","Nymphalidae","Lepidoptera","Insecta",,,
"Hamadryas_amphinome",,,"Hamadryas","Ageroniini","Biblidinae","Nymphalidae","Lepidoptera","Insecta",,,
"Hamadryas_atlantis",,,"Hamadryas","Ageroniini","Biblidinae","Nymphalidae","Lepidoptera","Insecta",,,
"Hamadryas_februa",,,"Hamadryas","Ageroniini","Biblidinae","Nymphalidae","Lepidoptera","Insecta",,,
"Hamadryas_feronia",,,"Hamadryas","Ageroniini","Biblidinae","Nymphalidae","Lepidoptera","Insecta",,,
"Hamadryas_glauconome",,,"Hamadryas","Ageroniini","Biblidinae","Nymphalidae","Lepidoptera","Insecta",,,
"Hamadryas_guatemalena",,,"Hamadryas","Ageroniini","Biblidinae","Nymphalidae","Lepidoptera","Insecta",,,
"Hamadryas_iphthime",,,"Hamadryas","Ageroniini","Biblidinae","Nymphalidae","Lepidoptera","Insecta",,,
"Heliconius_charithonia",,,"Heliconius","Heliconiini","Heliconiinae","Nymphalidae","Lepidoptera","Insecta",,,
"Heliconius_erato",,,"Heliconius","Heliconiini","Heliconiinae","Nymphalidae","Lepidoptera","Insecta",,,
"Heliopetes_arsalte",,,"Heliopetes",,"Pyrginae","Hesperiidae","Lepidoptera","Insecta",,,
"Heliopetes_domicella",,,"Heliopetes",,"Pyrginae","Hesperiidae","Lepidoptera","Insecta",,,
"Heliopetes_ericetorum",,,"Heliopetes",,"Pyrginae","Hesperiidae","Lepidoptera","Insecta",,,
"Heliopetes_laviana",,,"Heliopetes",,"Pyrginae","Hesperiidae","Lepidoptera","Insecta",,,
"Heliopetes_macaira",,,"Heliopetes",,"Pyrginae","Hesperiidae","Lepidoptera","Insecta",,,
"Hemiargus_ammon",,,"Hemiargus",,"Polyommatinae","Lycaenidae","Lepidoptera","Insecta",,,
"Hemiargus_ceraunus",,,"Hemiargus",,"Polyommatinae","Lycaenidae","Lepidoptera","Insecta",,,
"Hemiargus_isola",,,"Hemiargus",,"Polyommatinae","Lycaenidae","Lepidoptera","Insecta",,,
"Hemiargus_thomasi",,,"Hemiargus",,"Polyommatinae","Lycaenidae","Lepidoptera","Insecta",,,
"Hermeuptychia_sosybius",,,"Hermeuptychia","Satyrini","Satyrinae","Nymphalidae","Lepidoptera","Insecta",,,
"Hesperia_attalus",,,"Hesperia",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Hesperia_columbia",,,"Hesperia",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Hesperia_comma",,,"Hesperia",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Hesperia_comma_assiniboia",,,"Hesperia",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Hesperia_comma_colorado",,,"Hesperia",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Hesperia_dacotae",,,"Hesperia",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Hesperia_juba",,,"Hesperia",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Hesperia_leonardus",,,"Hesperia",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Hesperia_lindseyi",,,"Hesperia",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Hesperia_meskei",,,"Hesperia",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Hesperia_metea",,,"Hesperia",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Hesperia_miriamae",,,"Hesperia",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Hesperia_nevada",,,"Hesperia",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Hesperia_ottoe",,,"Hesperia",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Hesperia_pahaska",,,"Hesperia",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Hesperia_sassacus",,,"Hesperia",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Hesperia_uncas",,,"Hesperia",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Hesperia_viridis",,,"Hesperia",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Hesperia_woodgatei",,,"Hesperia",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Hesperopsis_alpheus_alpheus",,,"Hesperopsis",,"Pyrginae","Hesperiidae","Lepidoptera","Insecta",,,
"Hesperopsis_alpheus_gracielae",,,"Hesperopsis",,"Pyrginae","Hesperiidae","Lepidoptera","Insecta",,,
"Hesperopsis_libya",,,"Hesperopsis",,"Pyrginae","Hesperiidae","Lepidoptera","Insecta",,,
"Historis_acheronta",,,"Historis","Coeini","Nymphalinae","Nymphalidae","Lepidoptera","Insecta",,,
"Historis_odius",,,"Historis","Coeini","Nymphalinae","Nymphalidae","Lepidoptera","Insecta",,,
"Hylephila_phyleus",,,"Hylephila",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Hypanartia_lethe",,,"Hypanartia","Nymphalini","Nymphalinae","Nymphalidae","Lepidoptera","Insecta",,,
"Hypaurotis_crysalus",,,"Hypaurotis","Theclini","Theclinae","Lycaenidae","Lepidoptera","Insecta",,,
"Hypolimnas_misippus",,,"Hypolimnas","Junoniini","Nymphalinae","Nymphalidae","Lepidoptera","Insecta",,,
"Hypostrymon_critola",,,"Hypostrymon","Eumaeini","Theclinae","Lycaenidae","Lepidoptera","Insecta",,,
"Junonia_coenia",,,"Junonia","Junoniini","Nymphalinae","Nymphalidae","Lepidoptera","Insecta",,,
"Junonia_evarete",,,"Junonia","Junoniini","Nymphalinae","Nymphalidae","Lepidoptera","Insecta",,,
"Junonia_genoveva",,,"Junonia","Junoniini","Nymphalinae","Nymphalidae","Lepidoptera","Insecta",,,
"Lampides_boeticus",,,"Lampides",,"Polyommatinae","Lycaenidae","Lepidoptera","Insecta",,,
"Leptotes_cassius",,,"Leptotes",,"Polyommatinae","Lycaenidae","Lepidoptera","Insecta",,,
"Leptotes_marina",,,"Leptotes",,"Polyommatinae","Lycaenidae","Lepidoptera","Insecta",,,
"Lerema_accius",,,"Lerema",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Lerema_liris",,,"Lerema",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Lerodea_arabus",,,"Lerodea",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Lerodea_dysaules",,,"Lerodea",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Lerodea_eufala",,,"Lerodea",,"Hesperiinae","Hesperiidae","Lepidoptera","Insecta",,,
"Libytheana_carinenta",,,"Libytheana",,"Libytheinae","Nymphalidae","Lepidoptera","Insecta",,,
"Limenitis_archippus",,,"Limenitis","Limenitidini","Limenitidinae","Nymphalidae","Lepidoptera","Insecta",,,
"Limenitis_arthemis_arthemis",,,"Limenitis","Limenitidini","Limenitidinae","Nymphalidae","Lepidoptera","Insecta",,,
"Limenitis_arthemis_astyanax",,,"Limenitis","Limenitidini","Limenitidinae","Nymphalidae","Lepidoptera","Insecta",,,
"Limenitis_lorquini",,,"Limenitis","Limenitidini","Limenitidinae","Nymphalidae","Lepidoptera","Insecta",,,
"Limenitis_weidemeyerii",,,"Limenitis","Limenitidini","Limenitidinae","Nymphalidae","Lepidoptera","Insecta",,,
"Lycaeides_idas",,,"Lycaeides",,"Polyommatinae","Lycaenidae","Lepidoptera","Insecta",,,
"Lycaeides_melissa",,,"Lycaeides",,"Polyommatinae","Lycaenidae","Lepidoptera","Insecta",,,
"Lycaeides_melissa_samuelis",,,"Lycaeides",,"Polyommatinae","Lycaenidae","Lepidoptera","Insecta",,,
"Lycaena_arota",,,"Lycaena",,"Lycaeninae","Lycaenidae","Lepidoptera","Insecta",,,
